0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x59dbd1dfebb8e354933c15f4a61dafef98e15572,-22.344714664281973000,1380386317.646029798267811154,0x8db4976fbd1d4ce09eecb0d5218c0d6571ef308e2da42cc52582993e5f8867fc,2024-09-11T19:16:11+01:00,20729099
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xdefef7298697437703b3daba5b7f02276c46ee61,-20.755734723880455000,241756877.333025466361676722,0x77902d89a7afcb114516abc9d9eceaa4022b21395ab7e02b4728ccab5d056d05,2024-09-11T19:16:11+01:00,20729099
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x80ee50c02ab9df889fb42ae604525e90bc7feeab,-21.069449369124065000,107112603.294427609737051667,0x97753cbc9c9c91f3a0c8097348449b39f55698618639129d90826e6022e08fab,2024-09-11T19:16:11+01:00,20729099
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xf473b6a43a9cf75b981f82fe075f5b01daac4a3e,-23.837658646866880000,65706297.692996764344847442,0x79b25b73fa99989292f9a5ea01ed1f72dd6945747f3f81724f72d3656b3442e3,2024-09-11T19:16:11+01:00,20729099
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x69926f7dcab3d98c4e70dbb195384344c8ace171,-20.125496256904214000,34847248.471434599403550059,0x190b46afba3691ae075e09a7815c97571aa149533aad578d7d1a27657eac3c7c,2024-09-11T19:16:11+01:00,20729099
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0x060ce2607054ed2b00479e70f9866c3e25013eb3,-0.495049504950495049,708187.110584998004147604,0xf629f3aa3494e1d82360adbad0549b2686b69d02b08f45ad92c0167fa3e4ed98,2024-09-11T19:16:23+01:00,20729100
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0x4d00211f185e7a273f5108925e6b066747059ea6,-1.980198019801980198,2774748.586223800975044121,0x3db4276cdaaf67ce21f78bd84788af0e24ab65bbcdc61d90667bee1429fedead,2024-09-11T19:16:23+01:00,20729100
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0x97036ace12bce8d07b027f859161a56def00c9ba,-0.099009900990099009,136347.986443221984869020,0xad03199a910116c35b763e0bde2f0ed4b2ae2e7925ab4edb1b93acc5c82523fc,2024-09-11T19:16:23+01:00,20729100
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0xba61bdc662c99fe6f4c8addb594762d6b58c7dc9,-0.376237623762376237,516093.553970575310531801,0x8e7a4318fd71227d6bdd1cb9f9f0fcdad0fd8c14b6bcb8b45ff9914b5605e785,2024-09-11T19:16:23+01:00,20729100
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0x8968a231ee868bb07f1d801b2dd48d6500ae1c5a,-0.049504950495049504,67668.458953318342703700,0x2aef271c3a6e3bb15ea7eb9ece039defb7d85770759852ff568fde1d86bcff39,2024-09-11T19:16:23+01:00,20729100
